0	aa669dc9dd0a	advance_fee_fraud	public	Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's
1	36e4845224b2	advance_fee_fraud	public	WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.
2	88277e0c7c22	advance_fee_fraud	public	URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18
3	51b9480b44c7	phishing	public	XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL
4	e56041df5bc3	romance_scam	public	Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?
5	8249a525e95b	romance_scam	public	Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy
6	b119d61e8014	identity_theft	public	K fyi x has a ride early tomorrow morning but he's crashing at our place tonight
7	b99adf3760d7	phishing	public	Yes..gauti and sehwag out of odi series.
8	338bf66e1701	advance_fee_fraud	public	As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589
9	196675a2c798	advance_fee_fraud	public	Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ
10	4c9a3d0c6de2	advance_fee_fraud	public	Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!
11	7b70c38900c8	identity_theft	public	Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?
12	b125305f7fc6	identity_theft	public	wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.
13	93430c85cba4	advance_fee_fraud	public	Umma my life and vava umma love you lot dear
14	88c9a24601cc	advance_fee_fraud	public	Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.
15	aec3cc5d9732	advance_fee_fraud	public	GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm
16	01e13a58de0a	identity_theft	public	Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?
17	3acfa177a553	advance_fee_fraud	public	You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+)
18	a86d242c7387	advance_fee_fraud	public	URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM
19	29bfed7d8713	advance_fee_fraud	public	Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app
20	a38e37a2da48	advance_fee_fraud	public	You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.
21	0abea2496069	romance_scam	public	Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?
22	063fcb3bd1a4	advance_fee_fraud	public	You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
23	a07fca86ab6e	advance_fee_fraud	public	URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only
24	d1736cf4ac20	advance_fee_fraud	public	Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
25	4c17b09662b0	identity_theft	public	Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx
26	aa93c4210ce2	identity_theft	public	Goodmorning sleeping ga.
27	1fd808526bad	advance_fee_fraud	public	Finally the match heading towards draw as your prediction.
28	5b74a6efe3b8	advance_fee_fraud	public	Easy ah?sen got selected means its good..
29	368134ed4391	phishing	public	There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..
30	5cc9eee31e9d	identity_theft	public	Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .
31	6275310410f1	identity_theft	public	Dear good morning now only i am up
32	83b31d279798	identity_theft	public	Okay. No no, just shining on. That was meant to be signing, but that sounds better.
33	7e40d3e569e0	identity_theft	public	Kallis wont bat in 2nd innings.
34	0d8c8e328ffd	advance_fee_fraud	public	Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
35	678b1fa8d36f	identity_theft	public	Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.
36	a722d3bf2d29	advance_fee_fraud	public	My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..
37	f2de34c8ef08	phishing	public	SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE
38	d6523ddb5fb8	advance_fee_fraud	public	Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week
39	2d971ed2e77b	advance_fee_fraud	public	Ok that's great thanx a lot.
40	1bc5eff70f43	identity_theft	public	I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.
41	a982d430f6f0	romance_scam	public	Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always
42	24a345f9729f	romance_scam	public	Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...
43	1965aa115c76	identity_theft	public	Morning only i can ok.
44	075c4f74b94a	advance_fee_fraud	public	From here after The performance award is calculated every two month.not for current one month period..
45	710fc781ffd2	identity_theft	public	Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.
46	5d93303c8f76	identity_theft	public	None of that's happening til you get here though
47	dd7c650b62dd	identity_theft	public	Yep, the great loxahatchee xmas tree burning of &lt;#&gt; starts in an hour
48	e30181c2276b	advance_fee_fraud	public	Haha get used to driving to usf man, I know a lot of stoners
49	7c7cc79c1146	advance_fee_fraud	public	Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
50	13766c415bc9	advance_fee_fraud	public	FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
51	028d7c28c32f	advance_fee_fraud	public	URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only
52	03025a7355c3	advance_fee_fraud	public	LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONT LIKE ME LIKE THAT SO DONT WORRY.
53	209ce3a11a90	advance_fee_fraud	public	okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
54	60e90756108d	advance_fee_fraud	public	Love you aathi..love u lot..
55	07840e712bb6	advance_fee_fraud	public	+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm
56	b98201fc0d96	phishing	public	Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz
